"route_id","service_id","trip_id","trip_headsign","trip_short_name","direction_id","shape_id"
"7","GO203_1665","GO203_162873","Atlantic Terminal","2873","1","136"
"7","GO203_1665","GO203_162874","Far Rockaway","2874","0","135"
"7","GO203_1665","GO203_162875","Atlantic Terminal","2875","1","136"
"7","GO203_1665","GO203_162876","Far Rockaway","2876","0","135"
"7","GO203_1665","GO203_162877","Atlantic Terminal","2877","1","136"
"7","GO203_1665","GO203_162878","Far Rockaway","2878","0","135"
"7","GO203_1665","GO203_162880","Far Rockaway","2880","0","135"
"7","GO203_1665","GO203_162882","Far Rockaway","2882","0","135"
"7","GO203_1665","GO203_162884","Far Rockaway","2884","0","135"
"7","GO203_1665","GO203_162886","Far Rockaway","2886","0","135"
"7","GO203_164","GO203_162898","Far Rockaway","2898","0","138"
"7","GO203_1665","GO203_162899","Penn Station","2899","1","139"
"1","GO203_1634","GO203_163001","Penn Station","3001","1","2"
"1","GO203_1634","GO203_163003","Penn Station","3003","1","2"
"1","GO203_1634","GO203_163006","Babylon","3006","0","5"
"1","GO203_1634","GO203_163008","Babylon","3008","0","5"
"1","GO203_1634","GO203_163010","Babylon","3010","0","5"
"1","GO203_1636","GO203_163011","Atlantic Terminal","3011","1","143"
"1","GO203_1634","GO203_163012","Babylon","3012","0","5"
"1","GO203_1636","GO203_163013","Atlantic Terminal","3013","1","143"
"1","GO203_1635","GO203_163100","Babylon","3100","0","5"
"4","GO203_166","GO203_163600","Ronkonkoma","3600","0","98"
"4","GO203_1633","GO203_163601","Penn Station","3601","1","99"
"4","GO203_1666","GO203_163603","Penn Station","3603","1","99"
"4","GO203_1634","GO203_163605","Penn Station","3605","1","99"
"4","GO203_1634","GO203_163606","Ronkonkoma","3606","0","98"
"4","GO203_1634","GO203_163607","Penn Station","3607","1","99"
"4","GO203_1634","GO203_163608","Ronkonkoma","3608","0","98"
"4","GO203_1636","GO203_163609","Atlantic Terminal","3609","1","101"
